time,analysed_sst,EBUS,Subregion,time_str,analysed_sst_mean,analysed_sst_detrended
2002-06-01,23.334143,Iberian-Canary,Equatorward,06,24.161823,-0.8276806
2002-09-01,25.643255,Iberian-Canary,Equatorward,09,26.152746,-0.50949097
2002-12-01,20.45236,Iberian-Canary,Equatorward,12,20.998272,-0.5459118
2003-03-01,19.530416,Iberian-Canary,Equatorward,03,19.975168,-0.44475174
2003-06-01,24.057726,Iberian-Canary,Equatorward,06,24.161823,-0.10409737
2003-09-01,26.1476,Iberian-Canary,Equatorward,09,26.152746,-0.0051460266
2003-12-01,21.33888,Iberian-Canary,Equatorward,12,20.998272,0.3406086
2004-03-01,19.70701,Iberian-Canary,Equatorward,03,19.975168,-0.26815796
2004-06-01,24.095003,Iberian-Canary,Equatorward,06,24.161823,-0.066820145
2004-09-01,26.140171,Iberian-Canary,Equatorward,09,26.152746,-0.01257515
2004-12-01,20.870907,Iberian-Canary,Equatorward,12,20.998272,-0.12736511
2005-03-01,20.649763,Iberian-Canary,Equatorward,03,19.975168,0.6745949
2005-06-01,25.39122,Iberian-Canary,Equatorward,06,24.161823,1.2293968
2005-09-01,26.660263,Iberian-Canary,Equatorward,09,26.152746,0.50751686
2005-12-01,21.484627,Iberian-Canary,Equatorward,12,20.998272,0.48635483
2006-03-01,19.976511,Iberian-Canary,Equatorward,03,19.975168,0.0013427734
2006-06-01,24.40223,Iberian-Canary,Equatorward,06,24.161823,0.24040604
2006-09-01,26.851658,Iberian-Canary,Equatorward,09,26.152746,0.69891167
2006-12-01,21.075382,Iberian-Canary,Equatorward,12,20.998272,0.07711029
2007-03-01,19.902431,Iberian-Canary,Equatorward,03,19.975168,-0.07273674
2007-06-01,22.938416,Iberian-Canary,Equatorward,06,24.161823,-1.2234077
2007-09-01,25.337976,Iberian-Canary,Equatorward,09,26.152746,-0.81476974
2007-12-01,20.98123,Iberian-Canary,Equatorward,12,20.998272,-0.01704216
2008-03-01,20.660387,Iberian-Canary,Equatorward,03,19.975168,0.6852188
2008-06-01,24.583693,Iberian-Canary,Equatorward,06,24.161823,0.42186928
2008-09-01,25.608103,Iberian-Canary,Equatorward,09,26.152746,-0.5446434
2008-12-01,19.810947,Iberian-Canary,Equatorward,12,20.998272,-1.1873245
2009-03-01,19.321768,Iberian-Canary,Equatorward,03,19.975168,-0.6534004
2009-06-01,24.431679,Iberian-Canary,Equatorward,06,24.161823,0.2698555
2009-09-01,26.5954,Iberian-Canary,Equatorward,09,26.152746,0.44265366
2009-12-01,22.351374,Iberian-Canary,Equatorward,12,20.998272,1.3531017
2010-03-01,21.109709,Iberian-Canary,Equatorward,03,19.975168,1.1345406
2010-06-01,25.007368,Iberian-Canary,Equatorward,06,24.161823,0.8455448
2010-09-01,27.01766,Iberian-Canary,Equatorward,09,26.152746,0.86491394
2010-12-01,22.638712,Iberian-Canary,Equatorward,12,20.998272,1.64044
2011-03-01,20.195131,Iberian-Canary,Equatorward,03,19.975168,0.21996307
2011-06-01,24.248014,Iberian-Canary,Equatorward,06,24.161823,0.08619118
2011-09-01,25.865843,Iberian-Canary,Equatorward,09,26.152746,-0.28690338
2011-12-01,20.36021,Iberian-Canary,Equatorward,12,20.998272,-0.6380615
2012-03-01,19.525356,Iberian-Canary,Equatorward,03,19.975168,-0.44981194
2012-06-01,24.200369,Iberian-Canary,Equatorward,06,24.161823,0.03854561
2012-09-01,26.482986,Iberian-Canary,Equatorward,09,26.152746,0.33024025
2012-12-01,20.549988,Iberian-Canary,Equatorward,12,20.998272,-0.44828415
2013-03-01,20.534151,Iberian-Canary,Equatorward,03,19.975168,0.55898285
2013-06-01,24.348837,Iberian-Canary,Equatorward,06,24.161823,0.18701363
2013-09-01,26.267916,Iberian-Canary,Equatorward,09,26.152746,0.115169525
2013-12-01,20.204504,Iberian-Canary,Equatorward,12,20.998272,-0.7937679
2014-03-01,19.48296,Iberian-Canary,Equatorward,03,19.975168,-0.49220848
2014-06-01,23.796835,Iberian-Canary,Equatorward,06,24.161823,-0.36498833
2014-09-01,25.900438,Iberian-Canary,Equatorward,09,26.152746,-0.2523079
2014-12-01,20.071905,Iberian-Canary,Equatorward,12,20.998272,-0.9263668
2015-03-01,19.429798,Iberian-Canary,Equatorward,03,19.975168,-0.5453701
2015-06-01,24.537996,Iberian-Canary,Equatorward,06,24.161823,0.37617302
2015-09-01,26.535255,Iberian-Canary,Equatorward,09,26.152746,0.38250923
2015-12-01,21.961899,Iberian-Canary,Equatorward,12,20.998272,0.96362686
2016-03-01,19.5013,Iberian-Canary,Equatorward,03,19.975168,-0.47386742
2016-06-01,23.629345,Iberian-Canary,Equatorward,06,24.161823,-0.53247833
2016-09-01,26.067852,Iberian-Canary,Equatorward,09,26.152746,-0.08489418
2016-12-01,20.834654,Iberian-Canary,Equatorward,12,20.998272,-0.16361809
2017-03-01,20.235752,Iberian-Canary,Equatorward,03,19.975168,0.26058388
2017-06-01,24.770481,Iberian-Canary,Equatorward,06,24.161823,0.60865784
2017-09-01,26.211859,Iberian-Canary,Equatorward,09,26.152746,0.05911255
2017-12-01,20.044542,Iberian-Canary,Equatorward,12,20.998272,-0.9537296
2018-03-01,19.40524,Iberian-Canary,Equatorward,03,19.975168,-0.5699291
2018-06-01,23.351221,Iberian-Canary,Equatorward,06,24.161823,-0.8106022
2018-09-01,24.931654,Iberian-Canary,Equatorward,09,26.152746,-1.2210922
2018-12-01,20.70086,Iberian-Canary,Equatorward,12,20.998272,-0.29741287
2019-03-01,20.102783,Iberian-Canary,Equatorward,03,19.975168,0.12761497
2019-06-01,23.119661,Iberian-Canary,Equatorward,06,24.161823,-1.042162
2019-09-01,25.765646,Iberian-Canary,Equatorward,09,26.152746,-0.38710022
2019-12-01,21.118975,Iberian-Canary,Equatorward,12,20.998272,0.12070274
2020-03-01,20.753057,Iberian-Canary,Equatorward,03,19.975168,0.77788925
2020-06-01,24.90271,Iberian-Canary,Equatorward,06,24.161823,0.7408867
2020-09-01,26.965523,Iberian-Canary,Equatorward,09,26.152746,0.81277657
2020-12-01,21.312248,Iberian-Canary,Equatorward,12,20.998272,0.3139763
2021-03-01,19.657047,Iberian-Canary,Equatorward,03,19.975168,-0.31812096
2021-06-01,24.08952,Iberian-Canary,Equatorward,06,24.161823,-0.07230377
2021-09-01,26.057854,Iberian-Canary,Equatorward,09,26.152746,-0.0948925
2021-12-01,21.801247,Iberian-Canary,Equatorward,12,20.998272,0.8029747
2022-03-01,19.822786,Iberian-Canary,Equatorward,03,19.975168,-0.1523819
2002-06-01,20.01415,Iberian-Canary,Central,06,21.081196,-1.0670452
2002-09-01,22.010065,Iberian-Canary,Central,09,22.132263,-0.122198105
2002-12-01,19.254019,Iberian-Canary,Central,12,19.019989,0.23402977
2003-03-01,19.057343,Iberian-Canary,Central,03,18.889645,0.1676979
2003-06-01,21.216597,Iberian-Canary,Central,06,21.081196,0.13540077
2003-09-01,22.154076,Iberian-Canary,Central,09,22.132263,0.021812439
2003-12-01,19.311817,Iberian-Canary,Central,12,19.019989,0.29182816
2004-03-01,18.953718,Iberian-Canary,Central,03,18.889645,0.06407356
2004-06-01,21.464214,Iberian-Canary,Central,06,21.081196,0.3830185
2004-09-01,22.35897,Iberian-Canary,Central,09,22.132263,0.22670746
2004-12-01,18.621012,Iberian-Canary,Central,12,19.019989,-0.39897728
2005-03-01,18.965181,Iberian-Canary,Central,03,18.889645,0.07553673
2005-06-01,21.2835,Iberian-Canary,Central,06,21.081196,0.20230484
2005-09-01,22.188925,Iberian-Canary,Central,09,22.132263,0.056661606
2005-12-01,19.060654,Iberian-Canary,Central,12,19.019989,0.040664673
2006-03-01,18.88416,Iberian-Canary,Central,03,18.889645,-0.0054855347
2006-06-01,21.471846,Iberian-Canary,Central,06,21.081196,0.3906498
2006-09-01,22.892673,Iberian-Canary,Central,09,22.132263,0.7604103
2006-12-01,19.111181,Iberian-Canary,Central,12,19.019989,0.091192245
2007-03-01,18.60502,Iberian-Canary,Central,03,18.889645,-0.2846241
2007-06-01,20.85609,Iberian-Canary,Central,06,21.081196,-0.22510529
2007-09-01,21.843948,Iberian-Canary,Central,09,22.132263,-0.28831482
2007-12-01,19.174875,Iberian-Canary,Central,12,19.019989,0.15488625
2008-03-01,19.153814,Iberian-Canary,Central,03,18.889645,0.2641697
2008-06-01,20.991283,Iberian-Canary,Central,06,21.081196,-0.089912415
2008-09-01,21.260231,Iberian-Canary,Central,09,22.132263,-0.87203217
2008-12-01,18.166555,Iberian-Canary,Central,12,19.019989,-0.8534336
2009-03-01,18.399221,Iberian-Canary,Central,03,18.889645,-0.4904232
2009-06-01,21.61923,Iberian-Canary,Central,06,21.081196,0.53803444
2009-09-01,22.411137,Iberian-Canary,Central,09,22.132263,0.27887344
2009-12-01,20.293997,Iberian-Canary,Central,12,19.019989,1.2740078
2010-03-01,19.864178,Iberian-Canary,Central,03,18.889645,0.9745331
2010-06-01,21.312365,Iberian-Canary,Central,06,21.081196,0.23116875
2010-09-01,22.552298,Iberian-Canary,Central,09,22.132263,0.4200344
2010-12-01,20.234974,Iberian-Canary,Central,12,19.019989,1.2149849
2011-03-01,19.447863,Iberian-Canary,Central,03,18.889645,0.558218
2011-06-01,21.30343,Iberian-Canary,Central,06,21.081196,0.22223473
2011-09-01,21.858665,Iberian-Canary,Central,09,22.132263,-0.27359772
2011-12-01,18.365864,Iberian-Canary,Central,12,19.019989,-0.6541252
2012-03-01,18.34406,Iberian-Canary,Central,03,18.889645,-0.5455837
2012-06-01,20.797216,Iberian-Canary,Central,06,21.081196,-0.28397942
2012-09-01,22.833097,Iberian-Canary,Central,09,22.132263,0.7008343
2012-12-01,18.922506,Iberian-Canary,Central,12,19.019989,-0.09748268
2013-03-01,19.263601,Iberian-Canary,Central,03,18.889645,0.37395668
2013-06-01,20.881716,Iberian-Canary,Central,06,21.081196,-0.19948006
2013-09-01,22.139648,Iberian-Canary,Central,09,22.132263,0.007385254
2013-12-01,18.488377,Iberian-Canary,Central,12,19.019989,-0.5316124
2014-03-01,18.359621,Iberian-Canary,Central,03,18.889645,-0.5300236
2014-06-01,20.801094,Iberian-Canary,Central,06,21.081196,-0.28010178
2014-09-01,22.59406,Iberian-Canary,Central,09,22.132263,0.4617977
2014-12-01,18.27732,Iberian-Canary,Central,12,19.019989,-0.74266815
2015-03-01,18.02401,Iberian-Canary,Central,03,18.889645,-0.8656349
2015-06-01,21.107395,Iberian-Canary,Central,06,21.081196,0.02619934
2015-09-01,22.691664,Iberian-Canary,Central,09,22.132263,0.55940056
2015-12-01,19.449713,Iberian-Canary,Central,12,19.019989,0.42972374
2016-03-01,18.595905,Iberian-Canary,Central,03,18.889645,-0.29373932
2016-06-01,21.079678,Iberian-Canary,Central,06,21.081196,-0.0015182495
2016-09-01,21.791319,Iberian-Canary,Central,09,22.132263,-0.3409443
2016-12-01,19.080166,Iberian-Canary,Central,12,19.019989,0.06017685
2017-03-01,19.428097,Iberian-Canary,Central,03,18.889645,0.53845215
2017-06-01,21.573229,Iberian-Canary,Central,06,21.081196,0.492033
2017-09-01,22.025255,Iberian-Canary,Central,09,22.132263,-0.10700798
2017-12-01,18.409704,Iberian-Canary,Central,12,19.019989,-0.6102848
2018-03-01,18.378496,Iberian-Canary,Central,03,18.889645,-0.51114845
2018-06-01,20.530157,Iberian-Canary,Central,06,21.081196,-0.55103874
2018-09-01,21.962137,Iberian-Canary,Central,09,22.132263,-0.17012596
2018-12-01,18.99646,Iberian-Canary,Central,12,19.019989,-0.023529053
2019-03-01,18.820538,Iberian-Canary,Central,03,18.889645,-0.069107056
2019-06-01,20.992395,Iberian-Canary,Central,06,21.081196,-0.08880043
2019-09-01,21.343056,Iberian-Canary,Central,09,22.132263,-0.78920746
2019-12-01,18.781458,Iberian-Canary,Central,12,19.019989,-0.23853111
2020-03-01,19.353006,Iberian-Canary,Central,03,18.889645,0.46336174
2020-06-01,21.54972,Iberian-Canary,Central,06,21.081196,0.46852493
2020-09-01,21.904572,Iberian-Canary,Central,09,22.132263,-0.22769165
2020-12-01,19.243296,Iberian-Canary,Central,12,19.019989,0.22330666
2021-03-01,19.07436,Iberian-Canary,Central,03,18.889645,0.18471527
2021-06-01,20.778612,Iberian-Canary,Central,06,21.081196,-0.3025837
2021-09-01,21.829454,Iberian-Canary,Central,09,22.132263,-0.30280876
2021-12-01,19.155815,Iberian-Canary,Central,12,19.019989,0.13582611
2022-03-01,18.820686,Iberian-Canary,Central,03,18.889645,-0.06895828
2002-06-01,17.795532,Iberian-Canary,Poleward,06,19.054375,-1.2588425
2002-09-01,18.830807,Iberian-Canary,Poleward,09,18.86886,-0.038053513
2002-12-01,14.7326145,Iberian-Canary,Poleward,12,14.914212,-0.18159771
2003-03-01,15.121002,Iberian-Canary,Poleward,03,15.007624,0.113378525
2003-06-01,19.679958,Iberian-Canary,Poleward,06,19.054375,0.62558365
2003-09-01,18.8461,Iberian-Canary,Poleward,09,18.86886,-0.022760391
