time,analysed_sst,EBUS,Subregion,time_str,analysed_sst_mean,analysed_sst_detrended
2021-06-01,18.8777,California,Equatorward,06,18.537804,0.33989716
2021-09-01,19.107466,California,Equatorward,09,19.226948,-0.11948204
2021-12-01,15.782406,California,Equatorward,12,15.8559265,-0.07352066
2022-03-01,15.5855665,California,Equatorward,03,15.730268,-0.144701
2002-06-01,14.013019,California,Central,06,15.096214,-1.0831957
2002-09-01,14.554395,California,Central,09,15.602519,-1.0481243
2002-12-01,13.400803,California,Central,12,12.850495,0.5503073
2003-03-01,13.023668,California,Central,03,12.64911,0.37455845
2003-06-01,15.257994,California,Central,06,15.096214,0.1617794
2003-09-01,15.381816,California,Central,09,15.602519,-0.22070312
2003-12-01,12.726401,California,Central,12,12.850495,-0.12409401
2004-03-01,13.19094,California,Central,03,12.64911,0.54183006
2004-06-01,15.553715,California,Central,06,15.096214,0.45750046
2004-09-01,15.386602,California,Central,09,15.602519,-0.21591663
2004-12-01,12.460412,California,Central,12,12.850495,-0.3900833
2005-03-01,13.833809,California,Central,03,12.64911,1.184699
2005-06-01,14.849373,California,Central,06,15.096214,-0.24684143
2005-09-01,14.81526,California,Central,09,15.602519,-0.7872591
2005-12-01,13.1053505,California,Central,12,12.850495,0.25485516
2006-03-01,12.506294,California,Central,03,12.64911,-0.14281559
2006-06-01,15.265638,California,Central,06,15.096214,0.16942406
2006-09-01,15.055074,California,Central,09,15.602519,-0.5474453
2006-12-01,12.396653,California,Central,12,12.850495,-0.45384216
2007-03-01,12.194231,California,Central,03,12.64911,-0.4548788
2007-06-01,15.18646,California,Central,06,15.096214,0.09024525
2007-09-01,15.146139,California,Central,09,15.602519,-0.4563799
2007-12-01,11.473208,California,Central,12,12.850495,-1.3772869
2008-03-01,11.429149,California,Central,03,12.64911,-1.2199612
2008-06-01,14.205689,California,Central,06,15.096214,-0.89052486
2008-09-01,14.798117,California,Central,09,15.602519,-0.80440235
2008-12-01,12.3544655,California,Central,12,12.850495,-0.49602985
2009-03-01,11.834584,California,Central,03,12.64911,-0.8145256
2009-06-01,15.212998,California,Central,06,15.096214,0.116784096
2009-09-01,15.209454,California,Central,09,15.602519,-0.39306545
2009-12-01,12.594688,California,Central,12,12.850495,-0.25580692
2010-03-01,12.475187,California,Central,03,12.64911,-0.17392254
2010-06-01,13.820007,California,Central,06,15.096214,-1.276207
2010-09-01,14.88587,California,Central,09,15.602519,-0.71664906
2010-12-01,12.339008,California,Central,12,12.850495,-0.511487
2011-03-01,12.075759,California,Central,03,12.64911,-0.5733509
2011-06-01,14.412329,California,Central,06,15.096214,-0.6838856
2011-09-01,15.381241,California,Central,09,15.602519,-0.22127819
2011-12-01,12.126407,California,Central,12,12.850495,-0.72408867
2012-03-01,11.91244,California,Central,03,12.64911,-0.73666954
2012-06-01,14.461265,California,Central,06,15.096214,-0.6349497
2012-09-01,15.619041,California,Central,09,15.602519,0.016522408
2012-12-01,12.602946,California,Central,12,12.850495,-0.24754906
2013-03-01,11.949529,California,Central,03,12.64911,-0.69958115
2013-06-01,14.832124,California,Central,06,15.096214,-0.26409054
2013-09-01,15.611808,California,Central,09,15.602519,0.009288788
2013-12-01,12.75329,California,Central,12,12.850495,-0.09720516
2014-03-01,13.4154215,California,Central,03,12.64911,0.76631165
2014-06-01,15.559303,California,Central,06,15.096214,0.463089
2014-09-01,17.357773,California,Central,09,15.602519,1.7552538
2014-12-01,14.928838,California,Central,12,12.850495,2.0783424
2015-03-01,13.699285,California,Central,03,12.64911,1.0501747
2015-06-01,16.766083,California,Central,06,15.096214,1.6698685
2015-09-01,17.088028,California,Central,09,15.602519,1.4855089
2015-12-01,13.733791,California,Central,12,12.850495,0.883296
2016-03-01,13.741854,California,Central,03,12.64911,1.0927439
2016-06-01,15.242088,California,Central,06,15.096214,0.14587402
2016-09-01,15.950878,California,Central,09,15.602519,0.3483591
2016-12-01,13.034624,California,Central,12,12.850495,0.18412876
2017-03-01,13.081273,California,Central,03,12.64911,0.43216324
2017-06-01,15.686975,California,Central,06,15.096214,0.59076023
2017-09-01,16.22073,California,Central,09,15.602519,0.6182108
2017-12-01,13.639826,California,Central,12,12.850495,0.7893305
2018-03-01,12.868051,California,Central,03,12.64911,0.21894073
2018-06-01,15.288645,California,Central,06,15.096214,0.1924305
2018-09-01,15.915346,California,Central,09,15.602519,0.3128271
2018-12-01,13.412978,California,Central,12,12.850495,0.56248283
2019-03-01,13.005465,California,Central,03,12.64911,0.3563547
2019-06-01,15.742058,California,Central,06,15.096214,0.6458435
2019-09-01,16.283073,California,Central,09,15.602519,0.6805544
2019-12-01,12.832123,California,Central,12,12.850495,-0.018372536
2020-03-01,12.979405,California,Central,03,12.64911,0.33029556
2020-06-01,15.660765,California,Central,06,15.096214,0.5645504
2020-09-01,16.271297,California,Central,09,15.602519,0.6687784
2020-12-01,12.448783,California,Central,12,12.850495,-0.40171242
2021-03-01,11.718349,California,Central,03,12.64911,-0.9307604
2021-06-01,14.907768,California,Central,06,15.096214,-0.18844604
2021-09-01,15.118442,California,Central,09,15.602519,-0.48407745
2021-12-01,12.645308,California,Central,12,12.850495,-0.2051878
2022-03-01,12.047507,California,Central,03,12.64911,-0.60160255
2002-06-01,14.56248,California,Poleward,06,15.400696,-0.8382158
2002-09-01,14.113463,California,Poleward,09,14.810842,-0.69737816
2002-12-01,11.442178,California,Poleward,12,10.806206,0.635972
2003-03-01,11.62162,California,Poleward,03,11.079872,0.54174805
2003-06-01,15.795852,California,Poleward,06,15.400696,0.3951559
2003-09-01,14.907065,California,Poleward,09,14.810842,0.09622383
2003-12-01,10.842711,California,Poleward,12,10.806206,0.0365057
2004-03-01,12.061872,California,Poleward,03,11.079872,0.9819994
2004-06-01,16.187073,California,Poleward,06,15.400696,0.78637695
2004-09-01,15.160245,California,Poleward,09,14.810842,0.34940338
2004-12-01,10.779915,California,Poleward,12,10.806206,-0.026290894
2005-03-01,12.015858,California,Poleward,03,11.079872,0.93598557
2005-06-01,15.173313,California,Poleward,06,15.400696,-0.22738266
2005-09-01,14.187296,California,Poleward,09,14.810842,-0.62354565
2005-12-01,10.859747,California,Poleward,12,10.806206,0.053541183
2006-03-01,10.9267435,California,Poleward,03,11.079872,-0.15312862
2006-06-01,15.158653,California,Poleward,06,15.400696,-0.24204254
2006-09-01,14.078894,California,Poleward,09,14.810842,-0.7319479
2006-12-01,10.4009,California,Poleward,12,10.806206,-0.40530586
2007-03-01,10.748131,California,Poleward,03,11.079872,-0.33174133
2007-06-01,15.954467,California,Poleward,06,15.400696,0.553771
2007-09-01,14.167993,California,Poleward,09,14.810842,-0.64284897
2007-12-01,9.515209,California,Poleward,12,10.806206,-1.2909966
2008-03-01,9.812508,California,Poleward,03,11.079872,-1.2673645
2008-06-01,14.256524,California,Poleward,06,15.400696,-1.1441717
2008-09-01,14.142233,California,Poleward,09,14.810842,-0.66860867
2008-12-01,9.995696,California,Poleward,12,10.806206,-0.8105097
2009-03-01,10.067696,California,Poleward,03,11.079872,-1.0121765
2009-06-01,15.227879,California,Poleward,06,15.400696,-0.17281723
2009-09-01,14.941571,California,Poleward,09,14.810842,0.13072968
2009-12-01,10.611674,California,Poleward,12,10.806206,-0.19453144
2010-03-01,10.899925,California,Poleward,03,11.079872,-0.1799469
2010-06-01,14.074476,California,Poleward,06,15.400696,-1.3262196
2010-09-01,14.290343,California,Poleward,09,14.810842,-0.5204983
2010-12-01,10.365788,California,Poleward,12,10.806206,-0.4404173
2011-03-01,10.228726,California,Poleward,03,11.079872,-0.85114574
2011-06-01,15.12938,California,Poleward,06,15.400696,-0.27131557
2011-09-01,14.75247,California,Poleward,09,14.810842,-0.058371544
2011-12-01,10.142735,California,Poleward,12,10.806206,-0.6634712
2012-03-01,10.155385,California,Poleward,03,11.079872,-0.9244871
2012-06-01,14.868041,California,Poleward,06,15.400696,-0.53265476
2012-09-01,14.1696825,California,Poleward,09,14.810842,-0.64115906
2012-12-01,10.435179,California,Poleward,12,10.806206,-0.371027
2013-03-01,10.774278,California,Poleward,03,11.079872,-0.30559444
2013-06-01,15.204164,California,Poleward,06,15.400696,-0.19653225
2013-09-01,15.025319,California,Poleward,09,14.810842,0.21447754
2013-12-01,10.476766,California,Poleward,12,10.806206,-0.32944012
2014-03-01,11.781766,California,Poleward,03,11.079872,0.7018938
2014-06-01,15.878482,California,Poleward,06,15.400696,0.47778606
2014-09-01,16.20843,California,Poleward,09,14.810842,1.3975878
2014-12-01,12.620483,California,Poleward,12,10.806206,1.8142776
2015-03-01,12.394694,California,Poleward,03,11.079872,1.3148222
2015-06-01,16.033913,California,Poleward,06,15.400696,0.63321686
2015-09-01,15.853323,California,Poleward,09,14.810842,1.0424814
2015-12-01,11.575528,California,Poleward,12,10.806206,0.7693224
2016-03-01,12.208748,California,Poleward,03,11.079872,1.1288757
2016-06-01,15.553588,California,Poleward,06,15.400696,0.15289211
2016-09-01,15.010884,California,Poleward,09,14.810842,0.20004272
2016-12-01,11.008699,California,Poleward,12,10.806206,0.20249367
2017-03-01,11.0911875,California,Poleward,03,11.079872,0.011315346
2017-06-01,15.491696,California,Poleward,06,15.400696,0.09100056
2017-09-01,15.006289,California,Poleward,09,14.810842,0.19544697
2017-12-01,11.393776,California,Poleward,12,10.806206,0.5875702
2018-03-01,11.085827,California,Poleward,03,11.079872,0.0059547424
2018-06-01,15.712526,California,Poleward,06,15.400696,0.31183052
2018-09-01,15.043143,California,Poleward,09,14.810842,0.23230171
2018-12-01,11.50284,California,Poleward,12,10.806206,0.6966343
2019-03-01,11.226211,California,Poleward,03,11.079872,0.14633846
2019-06-01,16.45511,California,Poleward,06,15.400696,1.0544147
2019-09-01,15.211343,California,Poleward,09,14.810842,0.40050125
2019-12-01,10.734891,California,Poleward,12,10.806206,-0.07131481
2020-03-01,11.310649,California,Poleward,03,11.079872,0.23077679
2020-06-01,15.721567,California,Poleward,06,15.400696,0.32087135
2020-09-01,15.324373,California,Poleward,09,14.810842,0.5135317
2020-12-01,10.881525,California,Poleward,12,10.806206,0.07531929
2021-03-01,10.662064,California,Poleward,03,11.079872,-0.41780853
2021-06-01,15.574722,California,Poleward,06,15.400696,0.17402649
2021-09-01,14.6224785,California,Poleward,09,14.810842,-0.18836308
2021-12-01,10.537877,California,Poleward,12,10.806206,-0.26832867
2022-03-01,10.523554,California,Poleward,03,11.079872,-0.5563183
2002-06-01,12.802421,Humboldt,Poleward,06,13.2692995,-0.4668789
2002-09-01,13.638306,Humboldt,Poleward,09,13.501973,0.13633251
2002-12-01,16.734556,Humboldt,Poleward,12,16.870863,-0.13630676
2003-03-01,15.935578,Humboldt,Poleward,03,16.246284,-0.31070614
2003-06-01,13.375978,Humboldt,Poleward,06,13.2692995,0.10667896
2003-09-01,13.624989,Humboldt,Poleward,09,13.501973,0.123015404
2003-12-01,16.467691,Humboldt,Poleward,12,16.870863,-0.40317154
2004-03-01,16.572985,Humboldt,Poleward,03,16.246284,0.3267002
2004-06-01,13.513059,Humboldt,Poleward,06,13.2692995,0.24375916
2004-09-01,13.892638,Humboldt,Poleward,09,13.501973,0.39066505
2004-12-01,17.11694,Humboldt,Poleward,12,16.870863,0.24607658
2005-03-01,16.137644,Humboldt,Poleward,03,16.246284,-0.10864067
2005-06-01,13.149158,Humboldt,Poleward,06,13.2692995,-0.12014198
2005-09-01,13.573598,Humboldt,Poleward,09,13.501973,0.071624756
2005-12-01,17.12213,Humboldt,Poleward,12,16.870863,0.25126648
2006-03-01,15.960209,Humboldt,Poleward,03,16.246284,-0.2860756
2006-06-01,13.827771,Humboldt,Poleward,06,13.2692995,0.5584717
2006-09-01,13.949857,Humboldt,Poleward,09,13.501973,0.4478836
2006-12-01,17.115366,Humboldt,Poleward,12,16.870863,0.24450302
2007-03-01,15.845423,Humboldt,Poleward,03,16.246284,-0.40086174
2007-06-01,12.322068,Humboldt,Poleward,06,13.2692995,-0.9472313
2007-09-01,12.878396,Humboldt,Poleward,09,13.501973,-0.6235771
2007-12-01,16.814571,Humboldt,Poleward,12,16.870863,-0.05629158
2008-03-01,16.513727,Humboldt,Poleward,03,16.246284,0.2674427
2008-06-01,13.307822,Humboldt,Poleward,06,13.2692995,0.03852272
2008-09-01,14.015311,Humboldt,Poleward,09,13.501973,0.5133381
2008-12-01,17.109789,Humboldt,Poleward,12,16.870863,0.23892593
2009-03-01,16.43965,Humboldt,Poleward,03,16.246284,0.1933651
2009-06-01,13.484063,Humboldt,Poleward,06,13.2692995,0.21476364
2009-09-01,13.135441,Humboldt,Poleward,09,13.501973,-0.36653233
2009-12-01,16.253584,Humboldt,Poleward,12,16.870863,-0.61727905
2010-03-01,16.02443,Humboldt,Poleward,03,16.246284,-0.22185516
2010-06-01,12.751381,Humboldt,Poleward,06,13.2692995,-0.5179186
2010-09-01,13.1397085,Humboldt,Poleward,09,13.501973,-0.36226463
2010-12-01,16.456602,Humboldt,Poleward,12,16.870863,-0.41426086
2011-03-01,15.990828,Humboldt,Poleward,03,16.246284,-0.25545692
2011-06-01,12.992896,Humboldt,Poleward,06,13.2692995,-0.27640343
2011-09-01,13.4336405,Humboldt,Poleward,09,13.501973,-0.06833267
2011-12-01,17.275879,Humboldt,Poleward,12,16.870863,0.40501595
2012-03-01,16.436398,Humboldt,Poleward,03,16.246284,0.19011307
2012-06-01,13.2522335,Humboldt,Poleward,06,13.2692995,-0.017066002
2012-09-01,13.472079,Humboldt,Poleward,09,13.501973,-0.029893875
2012-12-01,17.266174,Humboldt,Poleward,12,16.870863,0.39531136
2013-03-01,16.325716,Humboldt,Poleward,03,16.246284,0.079431534
2013-06-01,13.053142,Humboldt,Poleward,06,13.2692995,-0.21615791
2013-09-01,13.055995,Humboldt,Poleward,09,13.501973,-0.44597816
2013-12-01,16.774776,Humboldt,Poleward,12,16.870863,-0.0960865
2014-03-01,15.426783,Humboldt,Poleward,03,16.246284,-0.8195019
2014-06-01,13.048097,Humboldt,Poleward,06,13.2692995,-0.22120285
2014-09-01,13.67959,Humboldt,Poleward,09,13.501973,0.17761707
2014-12-01,16.446724,Humboldt,Poleward,12,16.870863,-0.42413902
2015-03-01,17.063318,Humboldt,Poleward,03,16.246284,0.81703377
2015-06-01,13.781291,Humboldt,Poleward,06,13.2692995,0.5119915
2015-09-01,13.934631,Humboldt,Poleward,09,13.501973,0.4326582
2015-12-01,17.60339,Humboldt,Poleward,12,16.870863,0.7325268
2016-03-01,16.339792,Humboldt,Poleward,03,16.246284,0.09350777
2016-06-01,13.724764,Humboldt,Poleward,06,13.2692995,0.45546436
2016-09-01,14.006383,Humboldt,Poleward,09,13.501973,0.5044098
2016-12-01,17.845634,Humboldt,Poleward,12,16.870863,0.9747715
2017-03-01,17.387339,Humboldt,Poleward,03,16.246284,1.1410542
2017-06-01,13.688297,Humboldt,Poleward,06,13.2692995,0.41899776
2017-09-01,13.245559,Humboldt,Poleward,09,13.501973,-0.2564144
2017-12-01,16.522108,Humboldt,Poleward,12,16.870863,-0.34875488
2018-03-01,16.277828,Humboldt,Poleward,03,16.246284,0.03154373
2018-06-01,13.0608835,Humboldt,Poleward,06,13.2692995,-0.20841599
2018-09-01,13.655538,Humboldt,Poleward,09,13.501973,0.15356445
2018-12-01,16.77327,Humboldt,Poleward,12,16.870863,-0.09759331
2019-03-01,15.621774,Humboldt,Poleward,03,16.246284,-0.62451077
2019-06-01,13.168414,Humboldt,Poleward,06,13.2692995,-0.10088539
2019-09-01,13.420523,Humboldt,Poleward,09,13.501973,-0.08145046
2019-12-01,16.701658,Humboldt,Poleward,12,16.870863,-0.16920471
2020-03-01,16.704428,Humboldt,Poleward,03,16.246284,0.45814323
2020-06-01,13.670216,Humboldt,Poleward,06,13.2692995,0.4009161
2020-09-01,13.113968,Humboldt,Poleward,09,13.501973,-0.38800526
2020-12-01,16.21628,Humboldt,Poleward,12,16.870863,-0.654583
2021-03-01,16.461826,Humboldt,Poleward,03,16.246284,0.21554184
2021-06-01,13.412043,Humboldt,Poleward,06,13.2692995,0.14274311
2021-09-01,13.173321,Humboldt,Poleward,09,13.501973,-0.32865238
2021-12-01,16.800129,Humboldt,Poleward,12,16.870863,-0.070734024
2022-03-01,15.460018,Humboldt,Poleward,03,16.246284,-0.7862663
2002-06-01,16.471937,Humboldt,Central,06,16.688726,-0.21678925
2002-09-01,17.12698,Humboldt,Central,09,17.097542,0.029438019
2002-12-01,21.366547,Humboldt,Central,12,21.69833,-0.3317833
2003-03-01,20.324041,Humboldt,Central,03,20.733541,-0.40950012
2003-06-01,16.820515,Humboldt,Central,06,16.688726,0.13178825
2003-09-01,17.402386,Humboldt,Central,09,17.097542,0.3048439
2003-12-01,21.56173,Humboldt,Central,12,21.69833,-0.1366005
2004-03-01,20.724232,Humboldt,Central,03,20.733541,-0.009309769
2004-06-01,16.716516,Humboldt,Central,06,16.688726,0.02779007
2004-09-01,17.533295,Humboldt,Central,09,17.097542,0.43575287
2004-12-01,21.491215,Humboldt,Central,12,21.69833,-0.20711517
2005-03-01,20.41042,Humboldt,Central,03,20.733541,-0.32312202
2005-06-01,16.58643,Humboldt,Central,06,16.688726,-0.10229683
2005-09-01,16.744898,Humboldt,Central,09,17.097542,-0.35264397
2005-12-01,21.781265,Humboldt,Central,12,21.69833,0.08293533
2006-03-01,20.355785,Humboldt,Central,03,20.733541,-0.37775612
2006-06-01,17.297277,Humboldt,Central,06,16.688726,0.608551
2006-09-01,17.766922,Humboldt,Central,09,17.097542,0.6693802
2006-12-01,21.921755,Humboldt,Central,12,21.69833,0.22342491
2007-03-01,20.194687,Humboldt,Central,03,20.733541,-0.5388546
2007-06-01,15.445587,Humboldt,Central,06,16.688726,-1.2431393
2007-09-01,15.798,Humboldt,Central,09,17.097542,-1.2995415
2007-12-01,21.500326,Humboldt,Central,12,21.69833,-0.19800377
2008-03-01,20.651888,Humboldt,Central,03,20.733541,-0.081653595
2008-06-01,16.577797,Humboldt,Central,06,16.688726,-0.11092949
2008-09-01,17.211897,Humboldt,Central,09,17.097542,0.11435509
2008-12-01,21.842194,Humboldt,Central,12,21.69833,0.14386368
2009-03-01,21.274078,Humboldt,Central,03,20.733541,0.5405369
2009-06-01,16.940268,Humboldt,Central,06,16.688726,0.25154114
2009-09-01,16.902039,Humboldt,Central,09,17.097542,-0.19550323
2009-12-01,21.495195,Humboldt,Central,12,21.69833,-0.20313454
2010-03-01,20.6889,Humboldt,Central,03,20.733541,-0.044641495
2010-06-01,16.01693,Humboldt,Central,06,16.688726,-0.6717968
2010-09-01,16.798807,Humboldt,Central,09,17.097542,-0.29873466
2010-12-01,21.346992,Humboldt,Central,12,21.69833,-0.35133743
2011-03-01,20.58773,Humboldt,Central,03,20.733541,-0.14581108
2011-06-01,16.492247,Humboldt,Central,06,16.688726,-0.1964798
2011-09-01,16.929918,Humboldt,Central,09,17.097542,-0.16762352
2011-12-01,22.103924,Humboldt,Central,12,21.69833,0.40559387
2012-03-01,21.359863,Humboldt,Central,03,20.733541,0.6263218
2012-06-01,17.13734,Humboldt,Central,06,16.688726,0.44861412
2012-09-01,17.05001,Humboldt,Central,09,17.097542,-0.047531128
2012-12-01,21.861403,Humboldt,Central,12,21.69833,0.16307259
2013-03-01,20.491724,Humboldt,Central,03,20.733541,-0.24181747
2013-06-01,16.530468,Humboldt,Central,06,16.688726,-0.15825844
2013-09-01,16.853947,Humboldt,Central,09,17.097542,-0.24359512
2013-12-01,21.993872,Humboldt,Central,12,21.69833,0.29554176
2014-03-01,20.243515,Humboldt,Central,03,20.733541,-0.49002647
2014-06-01,16.245024,Humboldt,Central,06,16.688726,-0.4437027
2014-09-01,17.271141,Humboldt,Central,09,17.097542,0.17359924
2014-12-01,21.120752,Humboldt,Central,12,21.69833,-0.5775776
2015-03-01,21.574747,Humboldt,Central,03,20.733541,0.8412056
2015-06-01,17.162617,Humboldt,Central,06,16.688726,0.4738903
2015-09-01,17.986332,Humboldt,Central,09,17.097542,0.88879013
2015-12-01,22.04828,Humboldt,Central,12,21.69833,0.3499508
2016-03-01,21.43259,Humboldt,Central,03,20.733541,0.699049
2016-06-01,17.557493,Humboldt,Central,06,16.688726,0.8687668
2016-09-01,18.025084,Humboldt,Central,09,17.097542,0.92754173
2016-12-01,23.040703,Humboldt,Central,12,21.69833,1.3423729
2017-03-01,21.596464,Humboldt,Central,03,20.733541,0.86292267
2017-06-01,17.347836,Humboldt,Central,06,16.688726,0.6591091
2017-09-01,16.853397,Humboldt,Central,09,17.097542,-0.24414444
2017-12-01,21.664787,Humboldt,Central,12,21.69833,-0.033542633
2018-03-01,20.63803,Humboldt,Central,03,20.733541,-0.09551239
2018-06-01,16.378355,Humboldt,Central,06,16.688726,-0.3103714
2018-09-01,17.358692,Humboldt,Central,09,17.097542,0.26115036
2018-12-01,21.864576,Humboldt,Central,12,21.69833,0.16624641
2019-03-01,20.705442,Humboldt,Central,03,20.733541,-0.02809906
2019-06-01,16.46306,Humboldt,Central,06,16.688726,-0.22566605
2019-09-01,17.136503,Humboldt,Central,09,17.097542,0.03896141
2019-12-01,21.905153,Humboldt,Central,12,21.69833,0.20682335
2020-03-01,21.068552,Humboldt,Central,03,20.733541,0.33501053
2020-06-01,16.985497,Humboldt,Central,06,16.688726,0.2967701
2020-09-01,16.752691,Humboldt,Central,09,17.097542,-0.34485054
2020-12-01,21.18026,Humboldt,Central,12,21.69833,-0.5180702
2021-03-01,20.73332,Humboldt,Central,03,20.733541,-0.00022125244
2021-06-01,16.601345,Humboldt,Central,06,16.688726,-0.08738136
2021-09-01,16.447905,Humboldt,Central,09,17.097542,-0.6496372
2021-12-01,20.875673,Humboldt,Central,12,21.69833,-0.82265663
2022-03-01,19.614803,Humboldt,Central,03,20.733541,-1.1187382
2002-06-01,17.47947,Humboldt,Equatorward,06,17.934103,-0.4546337
2002-09-01,17.823252,Humboldt,Equatorward,09,17.690193,0.13305855
2002-12-01,22.396173,Humboldt,Equatorward,12,22.17479,0.22138405
2003-03-01,21.153126,Humboldt,Equatorward,03,21.442202,-0.28907585
2003-06-01,17.620138,Humboldt,Equatorward,06,17.934103,-0.31396484
2003-09-01,17.767065,Humboldt,Equatorward,09,17.690193,0.07687187
2003-12-01,22.570265,Humboldt,Equatorward,12,22.17479,0.3954754
2004-03-01,21.416897,Humboldt,Equatorward,03,21.442202,-0.025304794
2004-06-01,17.096106,Humboldt,Equatorward,06,17.934103,-0.83799744
2004-09-01,18.212606,Humboldt,Equatorward,09,17.690193,0.52241325
2004-12-01,22.21073,Humboldt,Equatorward,12,22.17479,0.03594017
2005-03-01,21.387053,Humboldt,Equatorward,03,21.442202,-0.05514908
2005-06-01,17.48525,Humboldt,Equatorward,06,17.934103,-0.44885254
2005-09-01,16.898314,Humboldt,Equatorward,09,17.690193,-0.79187965
2005-12-01,22.291515,Humboldt,Equatorward,12,22.17479,0.11672592
2006-03-01,20.846943,Humboldt,Equatorward,03,21.442202,-0.5952587
2006-06-01,18.366312,Humboldt,Equatorward,06,17.934103,0.432209
2006-09-01,18.479412,Humboldt,Equatorward,09,17.690193,0.7892189
2006-12-01,22.455008,Humboldt,Equatorward,12,22.17479,0.28021812
2007-03-01,20.604656,Humboldt,Equatorward,03,21.442202,-0.8375454
2007-06-01,16.289497,Humboldt,Equatorward,06,17.934103,-1.6446056
2007-09-01,16.041094,Humboldt,Equatorward,09,17.690193,-1.6490993
2007-12-01,21.382067,Humboldt,Equatorward,12,22.17479,-0.7927227
2008-03-01,20.783245,Humboldt,Equatorward,03,21.442202,-0.6589565
2008-06-01,18.26513,Humboldt,Equatorward,06,17.934103,0.33102608
2008-09-01,17.749811,Humboldt,Equatorward,09,17.690193,0.059617996
2008-12-01,22.243578,Humboldt,Equatorward,12,22.17479,0.06878853
2009-03-01,21.624346,Humboldt,Equatorward,03,21.442202,0.18214417
2009-06-01,18.156956,Humboldt,Equatorward,06,17.934103,0.2228527
2009-09-01,17.666355,Humboldt,Equatorward,09,17.690193,-0.023838043
2009-12-01,22.125366,Humboldt,Equatorward,12,22.17479,-0.049423218
2010-03-01,21.74083,Humboldt,Equatorward,03,21.442202,0.29862785
2010-06-01,16.933302,Humboldt,Equatorward,06,17.934103,-1.0008011
2010-09-01,16.87403,Humboldt,Equatorward,09,17.690193,-0.816164
2010-12-01,21.449287,Humboldt,Equatorward,12,22.17479,-0.725502
2011-03-01,20.688927,Humboldt,Equatorward,03,21.442202,-0.7532749
2011-06-01,18.085983,Humboldt,Equatorward,06,17.934103,0.15188026
2011-09-01,17.422106,Humboldt,Equatorward,09,17.690193,-0.2680874
2011-12-01,21.97915,Humboldt,Equatorward,12,22.17479,-0.19563866
2012-03-01,22.1353,Humboldt,Equatorward,03,21.442202,0.69309807
2012-06-01,19.12432,Humboldt,Equatorward,06,17.934103,1.1902161
2012-09-01,17.912634,Humboldt,Equatorward,09,17.690193,0.22244072
2012-12-01,22.008549,Humboldt,Equatorward,12,22.17479,-0.16624069
2013-03-01,20.488468,Humboldt,Equatorward,03,21.442202,-0.95373344
2013-06-01,16.896883,Humboldt,Equatorward,06,17.934103,-1.03722
2013-09-01,17.087769,Humboldt,Equatorward,09,17.690193,-0.6024246
2013-12-01,22.077711,Humboldt,Equatorward,12,22.17479,-0.09707832
2014-03-01,21.563019,Humboldt,Equatorward,03,21.442202,0.120817184
2014-06-01,18.595715,Humboldt,Equatorward,06,17.934103,0.66161156
2014-09-01,17.979479,Humboldt,Equatorward,09,17.690193,0.28928566
2014-12-01,22.00017,Humboldt,Equatorward,12,22.17479,-0.17461967
2015-03-01,23.047783,Humboldt,Equatorward,03,21.442202,1.6055813
2015-06-01,19.716265,Humboldt,Equatorward,06,17.934103,1.7821617
2015-09-01,19.279718,Humboldt,Equatorward,09,17.690193,1.5895252
2015-12-01,23.042295,Humboldt,Equatorward,12,22.17479,0.867506
2016-03-01,22.517916,Humboldt,Equatorward,03,21.442202,1.0757141
2016-06-01,18.90986,Humboldt,Equatorward,06,17.934103,0.9757576
2016-09-01,18.888092,Humboldt,Equatorward,09,17.690193,1.1978989
2016-12-01,23.429892,Humboldt,Equatorward,12,22.17479,1.2551022
2017-03-01,23.02141,Humboldt,Equatorward,03,21.442202,1.5792084
2017-06-01,18.580193,Humboldt,Equatorward,06,17.934103,0.64608955
2017-09-01,17.236155,Humboldt,Equatorward,09,17.690193,-0.45403862
2017-12-01,21.9336,Humboldt,Equatorward,12,22.17479,-0.24118996
2018-03-01,20.963507,Humboldt,Equatorward,03,21.442202,-0.47869492
2018-06-01,17.628428,Humboldt,Equatorward,06,17.934103,-0.3056755
2018-09-01,18.27641,Humboldt,Equatorward,09,17.690193,0.586216
2018-12-01,22.95372,Humboldt,Equatorward,12,22.17479,0.77893066
2019-03-01,21.910059,Humboldt,Equatorward,03,21.442202,0.46785736
2019-06-01,17.695374,Humboldt,Equatorward,06,17.934103,-0.23872948
2019-09-01,17.73378,Humboldt,Equatorward,09,17.690193,0.04358673
2019-12-01,22.412226,Humboldt,Equatorward,12,22.17479,0.2374363
2020-03-01,22.325436,Humboldt,Equatorward,03,21.442202,0.883234
2020-06-01,17.737652,Humboldt,Equatorward,06,17.934103,-0.19645119
2020-09-01,17.442533,Humboldt,Equatorward,09,17.690193,-0.24765968
2020-12-01,21.408497,Humboldt,Equatorward,12,22.17479,-0.7662926
2021-03-01,20.846794,Humboldt,Equatorward,03,21.442202,-0.5954075
2021-06-01,18.019226,Humboldt,Equatorward,06,17.934103,0.08512306
2021-09-01,17.033258,Humboldt,Equatorward,09,17.690193,-0.65693474
2021-12-01,21.125984,Humboldt,Equatorward,12,22.17479,-1.0488052
2022-03-01,19.77833,Humboldt,Equatorward,03,21.442202,-1.6638718
