EBUS,Region,Year,Month,Points,Percent,Region_name,EBUS_name,Hemisphere,Random_name
Iberian-Canary,0,2002,6,103508,57.55,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2002,7,52660,29.28,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2002,8,37419,20.81,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2002,9,2057,1.14,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2002,10,12949,7.2,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2002,11,26642,14.81,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2002,12,68689,38.19,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2003,1,158516,88.14,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2003,2,179848,100.0,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2003,3,179848,100.0,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2003,4,179848,100.0,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2003,5,161817,89.97,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2003,6,106905,59.44,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2003,7,30528,16.97,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2003,8,1203,0.67,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2003,9,2046,1.14,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2003,10,5160,2.87,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2003,11,29402,16.35,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2003,12,75707,42.09,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2004,1,136056,75.65,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2004,2,177063,98.45,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2004,3,179848,100.0,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2004,4,179807,99.98,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2004,5,179523,99.82,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2004,6,101693,56.54,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2004,7,31269,17.39,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2004,8,3938,2.19,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2004,9,4118,2.29,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2004,10,10989,6.11,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2004,11,8600,4.78,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2004,12,53503,29.75,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2005,1,157605,87.63,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2005,2,179848,100.0,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2005,3,179848,100.0,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2005,4,160295,89.13,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2005,5,113945,63.36,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2005,6,48051,26.72,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2005,7,14082,7.83,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2005,8,4089,2.27,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2005,9,884,0.49,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2005,10,8145,4.53,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2005,11,10730,5.97,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2005,12,23257,12.93,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2006,1,155202,86.3,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2006,2,179553,99.84,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2006,3,179848,100.0,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2006,4,179755,99.95,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2006,5,166869,92.78,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2006,6,87967,48.91,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2006,7,35999,20.02,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2006,8,1633,0.91,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2006,9,0,0.0,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2006,10,4229,2.35,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2006,11,2773,1.54,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2006,12,62952,35.0,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2007,1,171251,95.22,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2007,2,175706,97.7,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2007,3,179848,100.0,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2007,4,179848,100.0,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2007,5,171496,95.36,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2007,6,129310,71.9,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2007,7,57872,32.18,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2007,8,18603,10.34,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2007,9,11169,6.21,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2007,10,19417,10.8,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2007,11,22057,12.26,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2007,12,100385,55.82,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2008,1,158004,87.85,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2008,2,155130,86.26,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2008,3,151009,83.96,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2008,4,168038,93.43,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2008,5,132410,73.62,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2008,6,91380,50.81,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2008,7,18210,10.13,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2008,8,1672,0.93,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2008,9,72,0.04,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2008,10,15561,8.65,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2008,11,35920,19.97,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2008,12,116363,64.7,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2009,1,178367,99.18,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2009,2,179848,100.0,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2009,3,179848,100.0,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2009,4,179848,100.0,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2009,5,175266,97.45,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2009,6,118721,66.01,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2009,7,10302,5.73,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2009,8,0,0.0,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2009,9,288,0.16,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2009,10,4633,2.58,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2009,11,14069,7.82,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2009,12,33203,18.46,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2010,1,104923,58.34,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2010,2,112834,62.74,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2010,3,136102,75.68,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2010,4,129058,71.76,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2010,5,137577,76.5,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2010,6,68227,37.94,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2010,7,23335,12.97,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2010,8,0,0.0,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2010,9,0,0.0,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2010,10,3834,2.13,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2010,11,6403,3.56,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2010,12,7093,3.94,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2011,1,58769,32.68,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2011,2,151772,84.39,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2011,3,171792,95.52,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2011,4,179848,100.0,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2011,5,178388,99.19,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2011,6,81944,45.56,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2011,7,21197,11.79,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2011,8,8571,4.77,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2011,9,12100,6.73,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2011,10,1476,0.82,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2011,11,32295,17.96,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2011,12,71883,39.97,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2012,1,172346,95.83,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2012,2,179848,100.0,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2012,3,179848,100.0,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2012,4,179848,100.0,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2012,5,177401,98.64,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2012,6,106462,59.2,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2012,7,28431,15.81,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2012,8,12,0.01,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2012,9,0,0.0,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2012,10,6470,3.6,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2012,11,26480,14.72,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2012,12,102601,57.05,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2013,1,176111,97.92,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2013,2,179776,99.96,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2013,3,176288,98.02,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2013,4,170156,94.61,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2013,5,140350,78.04,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2013,6,92163,51.24,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2013,7,27719,15.41,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2013,8,0,0.0,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2013,9,0,0.0,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2013,10,11452,6.37,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2013,11,28129,15.64,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2013,12,76903,42.76,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2014,1,174432,96.99,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2014,2,179848,100.0,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2014,3,179848,100.0,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2014,4,179848,100.0,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2014,5,163078,90.68,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2014,6,103242,57.41,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2014,7,45439,25.27,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2014,8,7448,4.14,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2014,9,5581,3.1,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2014,10,13490,7.5,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2014,11,21954,12.21,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2014,12,82985,46.14,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2015,1,177402,98.64,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2015,2,179848,100.0,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2015,3,179848,100.0,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2015,4,179848,100.0,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2015,5,127136,70.69,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2015,6,93518,52.0,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2015,7,20125,11.19,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2015,8,9,0.01,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2015,9,197,0.11,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2015,10,0,0.0,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2015,11,11686,6.5,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2015,12,52304,29.08,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2016,1,78567,43.69,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2016,2,150062,83.44,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2016,3,172934,96.16,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2016,4,179785,99.96,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2016,5,178743,99.39,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2016,6,123943,68.92,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2016,7,44140,24.54,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2016,8,3607,2.01,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2016,9,8934,4.97,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2016,10,14016,7.79,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2016,11,10230,5.69,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2016,12,58867,32.73,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2017,1,158395,88.07,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2017,2,179848,100.0,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2017,3,179848,100.0,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2017,4,177125,98.49,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2017,5,162010,90.08,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2017,6,70636,39.28,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2017,7,23457,13.04,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2017,8,1504,0.84,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2017,9,9446,5.25,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2017,10,9485,5.27,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2017,11,8849,4.92,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2017,12,67223,37.38,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2018,1,179004,99.53,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2018,2,179848,100.0,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2018,3,179848,100.0,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2018,4,179848,100.0,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2018,5,179848,100.0,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2018,6,129611,72.07,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2018,7,42302,23.52,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2018,8,11026,6.13,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2018,9,5893,3.28,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2018,10,10478,5.83,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2018,11,68745,38.22,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2018,12,116453,64.75,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2019,1,146096,81.23,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2019,2,179848,100.0,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2019,3,179848,100.0,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2019,4,179794,99.97,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2019,5,160880,89.45,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2019,6,131179,72.94,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2019,7,58237,32.38,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2019,8,15223,8.46,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2019,9,4096,2.28,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2019,10,8961,4.98,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2019,11,39371,21.89,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2019,12,91452,50.85,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2020,1,156638,87.09,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2020,2,114234,63.52,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2020,3,121334,67.46,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2020,4,143589,79.84,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2020,5,159513,88.69,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2020,6,80468,44.74,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2020,7,7948,4.42,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2020,8,36,0.02,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2020,9,0,0.0,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2020,10,8232,4.58,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2020,11,9921,5.52,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2020,12,43909,24.41,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2021,1,151340,84.15,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2021,2,177724,98.82,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2021,3,179848,100.0,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2021,4,179555,99.84,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2021,5,176916,98.37,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2021,6,100769,56.03,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2021,7,35357,19.66,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2021,8,3993,2.22,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2021,9,4607,2.56,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2021,10,15148,8.42,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2021,11,20852,11.59,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2021,12,70812,39.37,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2022,1,91459,50.85,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2022,2,148713,82.69,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2022,3,179848,100.0,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2022,4,179848,100.0,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,0,2022,5,130431,72.52,Equatorward,Iberian-Canary,North,Iberian-Canary-Equatorward
Iberian-Canary,1,2002,6,93120,26.68,Central,Iberian-Canary,North,Iberian-Canary-Central
Iberian-Canary,1,2002,7,29291,8.39,Central,Iberian-Canary,North,Iberian-Canary-Central
Iberian-Canary,1,2002,8,20794,5.96,Central,Iberian-Canary,North,Iberian-Canary-Central
Iberian-Canary,1,2002,9,0,0.0,Central,Iberian-Canary,North,Iberian-Canary-Central
Iberian-Canary,1,2002,10,0,0.0,Central,Iberian-Canary,North,Iberian-Canary-Central
Iberian-Canary,1,2002,11,118,0.03,Central,Iberian-Canary,North,Iberian-Canary-Central
Iberian-Canary,1,2002,12,30267,8.67,Central,Iberian-Canary,North,Iberian-Canary-Central
Iberian-Canary,1,2003,1,138989,39.82,Central,Iberian-Canary,North,Iberian-Canary-Central
Iberian-Canary,1,2003,2,260082,74.52,Central,Iberian-Canary,North,Iberian-Canary-Central
Iberian-Canary,1,2003,3,232311,66.56,Central,Iberian-Canary,North,Iberian-Canary-Central
Iberian-Canary,1,2003,4,157767,45.21,Central,Iberian-Canary,North,Iberian-Canary-Central
Iberian-Canary,1,2003,5,134183,38.45,Central,Iberian-Canary,North,Iberian-Canary-Central
Iberian-Canary,1,2003,6,9814,2.81,Central,Iberian-Canary,North,Iberian-Canary-Central
Iberian-Canary,1,2003,7,22432,6.43,Central,Iberian-Canary,North,Iberian-Canary-Central
Iberian-Canary,1,2003,8,0,0.0,Central,Iberian-Canary,North,Iberian-Canary-Central
